Severity,Start_Time,Year,Month,Weekday,Hour,State,City,Weather_Condition,Temperature_F,Humidity_pct,Visibility_mi,Wind_Speed_mph,Precipitation_in,Sunrise_Sunset,Distance_mi
2,2021-01-10 14:02:00,2021,1,Sunday,14,VA,Alexandria,Partly Cloudy,49.0,35.0,10.0,10.0,0.0,Day,0.061
2,2021-01-10 15:58:47,2021,1,Sunday,15,AZ,Chandler,Fair,64.0,16.0,10.0,7.0,,Day,0.0
3,2021-01-10 16:19:29,2021,1,Sunday,16,FL,Miami,Partly Cloudy,69.0,44.0,10.0,7.0,0.0,Day,1.870000004768372
3,2021-01-10 16:57:02,2021,1,Sunday,16,FL,Jacksonville,Fair,54.0,47.0,10.0,5.0,0.0,Day,1.649999976158142
2,2021-01-10 17:24:00,2021,1,Sunday,17,LA,Baton Rouge,Mostly Cloudy,41.0,73.0,10.0,8.0,0.0,Night,0.143
2,2021-01-10 19:30:52,2021,1,Sunday,19,OK,Oklahoma City,Cloudy,35.0,74.0,10.0,7.0,0.0,Night,0.0
2,2021-01-10 19:57:36,2021,1,Sunday,19,TX,Houston,Rain,38.0,89.0,7.0,14.0,0.04,Night,0.008
2,2021-01-10 20:10:30,2021,1,Sunday,20,CA,San Jose,Partly Cloudy,52.0,74.0,10.0,0.0,0.0,Night,0.551
2,2021-01-10 20:15:22,2021,1,Sunday,20,TX,Lubbock,Mostly Cloudy,23.0,92.0,8.0,10.0,0.0,Night,0.6800000071525574
2,2021-01-10 20:59:27,2021,1,Sunday,20,SC,Chesnee,Fair,34.0,71.0,10.0,0.0,0.0,Night,0.099
2,2021-01-10 21:03:32,2021,1,Sunday,21,PA,Wayne,Fair,30.0,66.0,10.0,5.0,0.0,Night,0.166
2,2021-01-10 21:36:19,2021,1,Sunday,21,FL,Bradenton,Fair,52.0,80.0,10.0,5.0,0.0,Night,0.0
2,2021-01-10 21:51:00,2021,1,Sunday,21,VA,Chester,Fair,26.0,84.0,10.0,0.0,0.0,Night,0.099
2,2021-01-10 22:48:00,2021,1,Sunday,22,CA,Los Angeles,Fair,52.0,66.0,10.0,0.0,0.0,Night,0.277
2,2021-01-11 00:05:00,2021,1,Monday,0,FL,Tallahassee,Fair,39.0,93.0,10.0,0.0,0.0,Night,0.076
4,2021-01-11 00:13:00,2021,1,Monday,0,CO,Empire,Fair,29.0,17.0,10.0,3.0,0.0,Night,2.437
2,2021-01-11 01:52:23,2021,1,Monday,1,NJ,Kenilworth,Fair,28.0,73.0,10.0,0.0,0.0,Night,0.0
2,2021-01-11 02:05:58,2021,1,Monday,2,LA,New Orleans,Light Rain / Windy,42.0,85.0,4.0,23.0,0.08,Night,0.026
2,2021-01-11 03:41:00,2021,1,Monday,3,AZ,Sedona,Fair,48.0,22.0,10.0,3.0,0.0,Night,0.038
2,2021-01-11 03:55:00,2021,1,Monday,3,CA,Oakland,Partly Cloudy,44.0,76.0,10.0,3.0,0.0,Night,0.715
2,2021-01-11 04:23:00,2021,1,Monday,4,VA,New Market,Fair,23.0,100.0,10.0,0.0,0.0,Night,1.918
3,2021-01-11 04:43:52,2021,1,Monday,4,FL,Fort Lauderdale,Fair,67.0,61.0,10.0,6.0,0.0,Night,0.5899999737739563
3,2021-01-11 06:37:05,2021,1,Monday,6,MA,Charlestown,Mostly Cloudy,26.0,69.0,10.0,6.0,0.0,Night,0.0
2,2021-01-11 06:51:41,2021,1,Monday,6,IL,Chicago,Cloudy,24.0,81.0,10.0,8.0,0.0,Night,0.0
3,2021-01-11 07:03:01,2021,1,Monday,7,AL,Mc Calla,Light Rain,37.0,93.0,5.0,0.0,0.03,Day,0.0
2,2021-01-11 07:13:19,2021,1,Monday,7,NM,Albuquerque,Fair,19.0,81.0,10.0,0.0,0.0,Night,0.0
2,2021-01-11 07:47:56,2021,1,Monday,7,AL,Decatur,Light Snow,31.0,96.0,0.75,5.0,0.0,Day,0.0
2,2021-01-11 08:16:59,2021,1,Monday,8,CA,Napa,Fair,34.0,89.0,10.0,9.0,0.0,Day,0.0
2,2021-01-11 08:31:43,2021,1,Monday,8,VA,North Chesterfield,Fair,32.0,88.0,10.0,0.0,0.0,Day,0.0
2,2021-01-11 09:34:15,2021,1,Monday,9,NC,Asheville,Cloudy,34.0,75.0,10.0,0.0,0.0,Day,0.0
2,2021-01-11 09:39:57,2021,1,Monday,9,NJ,Irvington,Cloudy,32.0,66.0,10.0,5.0,0.0,Day,0.13
3,2021-01-11 10:09:58,2021,1,Monday,10,UT,Spanish Fork,Haze,21.0,85.0,7.0,7.0,0.0,Day,0.0
2,2021-01-11 10:22:23,2021,1,Monday,10,CA,Pittsburg,Partly Cloudy,48.0,83.0,5.0,7.0,0.0,Day,0.0
2,2021-01-11 10:34:00,2021,1,Monday,10,PA,Greencastle,Mostly Cloudy,32.0,79.0,8.0,8.0,0.0,Day,2.26
2,2021-01-11 13:21:00,2021,1,Monday,13,OR,Wilsonville,Cloudy,48.0,93.0,10.0,5.0,0.0,Day,0.7490000000000001
2,2021-01-11 14:16:00,2021,1,Monday,14,FL,Miami,Partly Cloudy,77.0,56.0,10.0,9.0,0.0,Day,0.578
2,2021-01-11 14:17:30,2021,1,Monday,14,VA,Norfolk,Cloudy,48.0,52.0,10.0,5.0,0.0,Day,0.564
2,2021-01-11 14:19:30,2021,1,Monday,14,FL,Venice,Fair,73.0,57.0,10.0,15.0,0.0,Day,0.142
2,2021-01-11 14:39:00,2021,1,Monday,14,FL,Plant City,Mostly Cloudy,73.0,50.0,10.0,14.0,0.0,Day,0.955
2,2021-01-11 14:46:00,2021,1,Monday,14,PA,Philadelphia,Cloudy,39.0,53.0,10.0,5.0,0.0,Day,0.104
2,2021-01-11 14:53:00,2021,1,Monday,14,CA,Los Angeles,Fair,71.0,16.0,10.0,7.0,0.0,Day,0.048
2,2021-01-11 14:53:00,2021,1,Monday,14,CA,Los Angeles,Fair,71.0,16.0,10.0,7.0,0.0,Day,0.048
2,2021-01-11 14:59:26,2021,1,Monday,14,NY,Corona,Mostly Cloudy,37.0,52.0,10.0,0.0,0.0,Day,0.855
2,2021-01-11 15:01:40,2021,1,Monday,15,CA,Rowland Heights,Fair,75.0,14.0,10.0,7.0,0.0,Day,0.0
2,2021-01-11 15:15:12,2021,1,Monday,15,IL,Buffalo Grove,Cloudy,28.0,78.0,7.0,12.0,0.0,Day,0.0
2,2021-01-11 16:02:00,2021,1,Monday,16,MI,New Hudson,Cloudy,28.0,72.0,8.0,10.0,0.0,Day,1.357
2,2021-01-11 16:23:26,2021,1,Monday,16,TX,Grapevine,Fair,46.0,39.0,10.0,5.0,0.0,Day,0.5699999928474426
3,2021-01-11 17:01:03,2021,1,Monday,17,VA,Arlington,Cloudy,41.0,67.0,10.0,5.0,0.0,Day,0.0
2,2021-01-11 17:31:49,2021,1,Monday,17,FL,Miami,Partly Cloudy,72.0,68.0,10.0,7.0,0.0,Day,0.008
2,2021-01-11 18:03:19,2021,1,Monday,18,NC,Knightdale,Rain,41.0,87.0,10.0,3.0,0.01,Night,0.0
2,2021-01-11 18:14:57,2021,1,Monday,18,CA,Tracy,Fair,51.0,71.0,10.0,8.0,0.0,Night,0.0
2,2021-01-11 18:26:02,2021,1,Monday,18,NC,Raleigh,Cloudy,42.0,85.0,10.0,0.0,0.01,Night,0.0
2,2021-01-11 18:45:52,2021,1,Monday,18,SC,North Augusta,Light Rain,45.0,86.0,8.0,7.0,0.01,Night,0.0
2,2021-01-11 19:21:00,2021,1,Monday,19,AL,Birmingham,Cloudy,39.0,89.0,6.0,9.0,0.0,Night,0.142
2,2021-01-11 20:58:30,2021,1,Monday,20,CA,Claremont,Fair,52.0,41.0,10.0,0.0,,Night,0.7340000000000001
2,2021-01-11 21:25:00,2021,1,Monday,21,PA,Laurel Run,Fair,28.0,72.0,10.0,0.0,0.0,Night,0.011
2,2021-01-11 21:26:30,2021,1,Monday,21,CA,Los Angeles,Fair,59.0,33.0,10.0,5.0,0.0,Night,1.873
2,2021-01-11 21:59:00,2021,1,Monday,21,FL,Ocala,Cloudy,66.0,73.0,10.0,6.0,0.0,Night,2.952
2,2021-01-11 22:16:00,2021,1,Monday,22,CA,Ventura,Fair,49.0,97.0,10.0,0.0,0.0,Night,0.215
2,2021-01-11 23:57:00,2021,1,Monday,23,CA,Sacramento,Fair,43.0,100.0,4.0,5.0,,Night,0.136
2,2021-01-12 00:04:00,2021,1,Tuesday,0,LA,Baton Rouge,Cloudy,35.0,82.0,10.0,7.0,0.0,Night,0.127
2,2021-01-12 00:44:00,2021,1,Tuesday,0,CA,Whittier,Fair,53.0,35.0,10.0,3.0,0.0,Night,0.015
2,2021-01-12 02:01:21,2021,1,Tuesday,2,UT,Sandy,Fair,22.0,89.0,8.0,6.0,0.0,Night,1.865
2,2021-01-12 02:15:37,2021,1,Tuesday,2,TX,Houston,Fair,34.0,82.0,10.0,6.0,0.0,Night,0.078
2,2021-01-12 03:05:08,2021,1,Tuesday,3,NC,Raleigh,Light Rain,40.0,100.0,5.0,0.0,0.0,Night,0.041
2,2021-01-12 03:20:30,2021,1,Tuesday,3,IA,Des Moines,Fair,30.0,93.0,10.0,5.0,0.0,Night,1.662
2,2021-01-12 03:36:33,2021,1,Tuesday,3,PA,Norristown,Fair,23.0,93.0,7.0,0.0,0.0,Night,0.022
2,2021-01-12 03:47:00,2021,1,Tuesday,3,CA,San Diego,Fair,45.0,44.0,10.0,0.0,0.0,Night,0.378
2,2021-01-12 04:30:08,2021,1,Tuesday,4,PA,Wayne,Fair,23.0,96.0,5.0,3.0,0.0,Night,0.0
2,2021-01-12 05:53:16,2021,1,Tuesday,5,AL,Columbiana,Fog,35.0,100.0,1.0,5.0,0.0,Night,0.0
2,2021-01-12 06:14:21,2021,1,Tuesday,6,VA,Chester,Fair,32.0,100.0,10.0,0.0,0.0,Night,0.0
2,2021-01-12 06:20:28,2021,1,Tuesday,6,LA,Lafayette,Fair,30.0,88.0,8.0,7.0,0.0,Night,0.0
2,2021-01-12 06:46:41,2021,1,Tuesday,6,NC,Charlotte,Fog,40.0,97.0,2.0,0.0,0.0,Night,0.0
2,2021-01-12 07:08:39,2021,1,Tuesday,7,TX,San Antonio,Fair,28.0,96.0,10.0,5.0,0.0,Night,0.264
2,2021-01-12 07:22:32,2021,1,Tuesday,7,OR,Salem,Rain / Windy,54.0,86.0,5.0,25.0,0.14,Night,1.626
2,2021-01-12 07:57:01,2021,1,Tuesday,7,TX,Austin,Fog,33.0,92.0,0.25,0.0,0.0,Day,0.0
3,2021-01-12 08:25:36,2021,1,Tuesday,8,SC,Cayce,Cloudy,42.0,92.0,6.0,3.0,0.0,Day,0.0
2,2021-01-12 09:21:37,2021,1,Tuesday,9,TX,Houston,Haze,39.0,76.0,6.0,3.0,0.0,Day,0.069
3,2021-01-12 10:15:58,2021,1,Tuesday,10,GA,Atlanta,Cloudy,41.0,86.0,10.0,9.0,0.0,Day,1.4800000190734863
2,2021-01-12 10:36:06,2021,1,Tuesday,10,OR,Portland,Light Rain,57.0,87.0,9.0,13.0,0.04,Day,1.7300000190734863
2,2021-01-12 10:46:36,2021,1,Tuesday,10,OR,Tillamook,Light Rain,55.0,88.0,2.0,20.0,0.02,Day,1.121
3,2021-01-12 11:41:40,2021,1,Tuesday,11,CA,Lynwood,Fair,68.0,19.0,10.0,0.0,0.0,Day,0.3100000023841858
3,2021-01-12 14:09:49,2021,1,Tuesday,14,TX,Mesquite,Fair,54.0,41.0,10.0,6.0,0.0,Day,0.0
2,2021-01-12 14:10:00,2021,1,Tuesday,14,FL,Tampa,Partly Cloudy,63.0,68.0,10.0,6.0,0.0,Day,0.011
2,2021-01-12 14:20:00,2021,1,Tuesday,14,NC,Charlotte,Fair,55.0,55.0,10.0,7.0,0.0,Day,0.125
2,2021-01-12 14:35:00,2021,1,Tuesday,14,CA,San Jose,Cloudy,61.0,54.0,10.0,0.0,0.0,Day,0.134
2,2021-01-12 14:52:00,2021,1,Tuesday,14,OR,Timber,Light Rain,56.0,97.0,3.0,13.0,0.03,Day,0.219
2,2021-01-12 15:40:07,2021,1,Tuesday,15,OR,Dallas,Light Rain / Windy,57.0,87.0,4.0,21.0,0.02,Day,0.051
2,2021-01-12 16:50:00,2021,1,Tuesday,16,TX,Dallas,Partly Cloudy,46.0,53.0,13.0,5.0,0.0,Day,0.019
4,2021-01-12 17:01:30,2021,1,Tuesday,17,NM,Santa Fe,Fair,37.0,26.0,10.0,3.0,0.0,Day,1.126
4,2021-01-12 17:24:00,2021,1,Tuesday,17,PA,Jones Mills,Fair,37.0,52.0,20.0,9.0,0.0,Night,3.985
2,2021-01-12 17:36:29,2021,1,Tuesday,17,FL,Miami,Light Rain,72.0,81.0,10.0,7.0,0.0,Day,0.011
3,2021-01-12 18:27:53,2021,1,Tuesday,18,LA,New Orleans,Cloudy,39.0,100.0,9.0,0.0,0.0,Night,0.0
3,2021-01-12 18:58:47,2021,1,Tuesday,18,IL,Chicago,Fair,33.0,75.0,10.0,10.0,0.0,Night,0.0
4,2021-01-12 19:38:55,2021,1,Tuesday,19,OR,Union,Light Rain / Windy,37.0,87.0,10.0,31.0,0.0,Night,13.569
2,2021-01-12 19:58:24,2021,1,Tuesday,19,OR,Elgin,Light Rain / Windy,38.0,86.0,10.0,23.0,0.0,Night,27.058000000000003
2,2021-01-12 20:11:00,2021,1,Tuesday,20,NC,Jonesville,Fair,36.0,70.0,10.0,0.0,0.0,Night,4.751
2,2021-01-12 20:24:59,2021,1,Tuesday,20,TX,Arlington,Fair,44.0,58.0,10.0,5.0,0.0,Night,1.003
2,2021-01-12 20:53:00,2021,1,Tuesday,20,NC,Dunn,Fair,40.0,100.0,10.0,0.0,0.0,Night,0.118
2,2021-01-12 22:25:30,2021,1,Tuesday,22,TX,Austin,Fair,36.0,79.0,10.0,6.0,0.0,Night,3.574
2,2021-01-12 22:58:00,2021,1,Tuesday,22,CA,Newhall,Fair,55.0,33.0,10.0,0.0,0.0,Night,1.383
2,2021-01-13 00:17:00,2021,1,Wednesday,0,FL,Callahan,Cloudy,47.0,83.0,10.0,8.0,0.0,Night,0.025
2,2021-01-13 00:36:00,2021,1,Wednesday,0,CA,Burbank,Fair,51.0,36.0,10.0,0.0,0.0,Night,0.234
2,2021-01-13 00:40:00,2021,1,Wednesday,0,CA,Bakersfield,Haze,44.0,73.0,4.0,3.0,0.0,Night,0.0069999999999999
2,2021-01-13 00:49:41,2021,1,Wednesday,0,CA,Gardena,Fair,51.0,71.0,10.0,0.0,0.0,Night,0.0
2,2021-01-13 02:12:00,2021,1,Wednesday,2,SC,Galivants Ferry,,,,,,,Night,0.097
2,2021-01-13 02:18:42,2021,1,Wednesday,2,UT,Manti,,,,,,,Night,0.621
2,2021-01-13 02:20:15,2021,1,Wednesday,2,CA,San Jose,Mostly Cloudy,45.0,93.0,10.0,3.0,,Night,0.0
2,2021-01-13 03:29:00,2021,1,Wednesday,3,CA,Murrieta,Fair,41.0,53.0,10.0,0.0,0.0,Night,0.397
2,2021-01-13 03:45:00,2021,1,Wednesday,3,CA,Norwalk,Fair,46.0,66.0,10.0,0.0,0.0,Night,0.03
2,2021-01-13 04:00:41,2021,1,Wednesday,4,TX,Houston,Fair,37.0,89.0,10.0,3.0,0.0,Night,0.015
2,2021-01-13 06:10:40,2021,1,Wednesday,6,MA,East Boston,Fair,31.0,69.0,10.0,7.0,0.0,Night,0.0
2,2021-01-13 06:31:00,2021,1,Wednesday,6,TX,Austin,Fair,33.0,85.0,10.0,0.0,0.0,Night,0.883
3,2021-01-13 07:02:08,2021,1,Wednesday,7,MA,Andover,Cloudy,28.0,78.0,10.0,3.0,0.0,Night,0.0
2,2021-01-13 07:45:11,2021,1,Wednesday,7,CA,Los Angeles,Fair,55.0,34.0,10.0,3.0,0.0,Day,0.0
2,2021-01-13 07:48:42,2021,1,Wednesday,7,WI,Milwaukee,Mostly Cloudy,31.0,82.0,8.0,0.0,0.0,Day,0.0
2,2021-01-13 08:25:56,2021,1,Wednesday,8,TX,Arlington,Fair,38.0,86.0,10.0,5.0,0.0,Day,0.0
2,2021-01-13 08:38:11,2021,1,Wednesday,8,OR,Portland,Mostly Cloudy,47.0,74.0,10.0,0.0,0.0,Day,0.022
2,2021-01-13 09:28:29,2021,1,Wednesday,9,FL,Fort Lauderdale,Fair,64.0,80.0,10.0,5.0,0.0,Day,0.0
2,2021-01-13 09:44:33,2021,1,Wednesday,9,OK,Oklahoma City,Mostly Cloudy,35.0,85.0,6.0,12.0,0.0,Day,0.0
4,2021-01-13 10:20:29,2021,1,Wednesday,10,MA,Dorchester,Mostly Cloudy,38.0,57.0,10.0,0.0,0.0,Day,0.0
2,2021-01-13 11:59:00,2021,1,Wednesday,11,AL,Birmingham,Cloudy,39.0,73.0,9.0,5.0,0.0,Day,0.287
2,2021-01-13 12:03:50,2021,1,Wednesday,12,OR,Clatskanie,Partly Cloudy,52.0,66.0,10.0,7.0,0.0,Day,1.088
2,2021-01-13 12:08:00,2021,1,Wednesday,12,CA,Tracy,Fair,60.0,69.0,10.0,0.0,0.0,Day,0.7490000000000001
2,2021-01-13 12:17:00,2021,1,Wednesday,12,MI,Saline,Haze,37.0,73.0,6.0,15.0,0.0,Day,1.195
2,2021-01-13 12:31:00,2021,1,Wednesday,12,NC,Charlotte,Fair,53.0,57.0,10.0,3.0,0.0,Day,0.31
2,2021-01-13 12:37:00,2021,1,Wednesday,12,FL,Miami,Fair,77.0,58.0,10.0,8.0,0.0,Day,0.157
2,2021-01-13 13:23:00,2021,1,Wednesday,13,OR,Portland,Fair,53.0,52.0,10.0,3.0,0.0,Day,0.068
3,2021-01-13 13:24:52,2021,1,Wednesday,13,KY,Newport,Fair,46.0,54.0,10.0,9.0,0.0,Day,0.0
2,2021-01-13 13:25:34,2021,1,Wednesday,13,CA,Sacramento,Partly Cloudy,64.0,68.0,10.0,3.0,,Day,0.0
2,2021-01-13 13:28:14,2021,1,Wednesday,13,OR,Tidewater,Haze,50.0,76.0,4.0,0.0,0.0,Day,0.134
2,2021-01-13 13:37:00,2021,1,Wednesday,13,FL,Naples,Fair,64.0,75.0,9.0,6.0,0.0,Day,0.233
2,2021-01-13 13:39:00,2021,1,Wednesday,13,MI,Flushing,Fair,42.0,65.0,10.0,8.0,0.0,Day,0.257
2,2021-01-13 14:16:00,2021,1,Wednesday,14,FL,Hialeah,Mostly Cloudy,74.0,59.0,10.0,5.0,0.0,Day,0.728
2,2021-01-13 14:29:30,2021,1,Wednesday,14,FL,Bonita Springs,Cloudy,61.0,81.0,10.0,9.0,0.0,Day,0.144
2,2021-01-13 14:50:00,2021,1,Wednesday,14,AL,Birmingham,Cloudy,40.0,68.0,10.0,7.0,0.0,Day,0.48
2,2021-01-13 15:10:49,2021,1,Wednesday,15,AR,Morrilton,Fair,55.0,40.0,10.0,5.0,0.0,Day,0.019
2,2021-01-13 15:40:25,2021,1,Wednesday,15,TX,Hurst,Fair,62.0,29.0,10.0,16.0,0.0,Day,0.999
2,2021-01-13 15:45:00,2021,1,Wednesday,15,NE,Omaha,Fair,51.0,49.0,10.0,8.0,0.0,Day,1.171
3,2021-01-13 16:15:57,2021,1,Wednesday,16,FL,Jacksonville,Cloudy,51.0,68.0,10.0,7.0,0.0,Day,0.0
2,2021-01-13 16:31:00,2021,1,Wednesday,16,VA,Chester,Fair,50.0,31.0,10.0,5.0,0.0,Day,0.177
2,2021-01-13 17:01:26,2021,1,Wednesday,17,CT,Hartford,Cloudy,38.0,57.0,8.0,5.0,0.0,Night,0.284
2,2021-01-13 17:29:11,2021,1,Wednesday,17,TN,Chattanooga,Mostly Cloudy,45.0,53.0,10.0,6.0,0.0,Day,0.058
2,2021-01-13 17:30:00,2021,1,Wednesday,17,AL,Montgomery,Cloudy,45.0,62.0,10.0,0.0,0.0,Night,0.8440000000000001
2,2021-01-13 17:32:18,2021,1,Wednesday,17,FL,Jacksonville,Cloudy,50.0,77.0,10.0,10.0,0.0,Day,0.0
2,2021-01-13 17:45:42,2021,1,Wednesday,17,MN,Monticello,Fair,30.0,93.0,10.0,0.0,0.0,Night,0.6609999999999999
2,2021-01-13 17:47:00,2021,1,Wednesday,17,NC,Charlotte,Partly Cloudy,42.0,89.0,6.0,13.0,0.0,Night,0.0
2,2021-01-13 17:48:00,2021,1,Wednesday,17,LA,Shreveport,Fair,55.0,43.0,10.0,7.0,0.0,Night,0.238
2,2021-01-13 18:07:57,2021,1,Wednesday,18,CA,Sherman Oaks,Fair,65.0,26.0,10.0,3.0,0.0,Night,0.0
2,2021-01-13 18:25:57,2021,1,Wednesday,18,MT,Dillon,Mostly Cloudy,27.0,49.0,10.0,14.0,0.0,Night,0.942
2,2021-01-13 18:26:00,2021,1,Wednesday,18,LA,Shreveport,Fair,52.0,47.0,10.0,5.0,0.0,Night,0.93
2,2021-01-13 18:28:00,2021,1,Wednesday,18,IL,Libertyville,Mostly Cloudy,37.0,76.0,10.0,8.0,0.0,Night,0.051
2,2021-01-13 18:44:00,2021,1,Wednesday,18,NC,Cornelius,Fair,48.0,76.0,10.0,9.0,0.0,Night,0.925
2,2021-01-13 18:52:31,2021,1,Wednesday,18,OK,Oklahoma City,Fair,45.0,52.0,10.0,13.0,0.0,Night,0.0
2,2021-01-13 19:07:21,2021,1,Wednesday,19,SC,Greenville,Mostly Cloudy,42.0,85.0,10.0,7.0,0.0,Night,0.0
2,2021-01-13 19:09:00,2021,1,Wednesday,19,CA,Redondo Beach,Fair,59.0,67.0,10.0,3.0,0.0,Night,0.498
2,2021-01-13 19:16:00,2021,1,Wednesday,19,PA,Pittsburgh,Fair,41.0,57.0,10.0,10.0,0.0,Night,0.16
3,2021-01-13 20:21:14,2021,1,Wednesday,20,WI,Milwaukee,Cloudy,37.0,76.0,10.0,8.0,0.0,Night,0.0
2,2021-01-13 21:11:30,2021,1,Wednesday,21,CA,Pomona,Fair,54.0,38.0,10.0,0.0,,Night,1.145
2,2021-01-13 21:14:15,2021,1,Wednesday,21,GA,Hephzibah,Mostly Cloudy,44.0,85.0,10.0,5.0,0.0,Night,0.0
2,2021-01-13 21:17:00,2021,1,Wednesday,21,CA,Garden Grove,Fair,58.0,53.0,10.0,0.0,0.0,Night,1.354
2,2021-01-13 21:25:00,2021,1,Wednesday,21,CA,Sacramento,Fair,53.0,83.0,8.0,9.0,0.0,Night,0.018
2,2021-01-13 22:00:28,2021,1,Wednesday,22,OR,Albany,Fair,43.0,93.0,10.0,5.0,0.0,Night,0.077
2,2021-01-13 22:05:30,2021,1,Wednesday,22,MD,Baltimore,,,,,,,Night,0.471
2,2021-01-13 22:23:00,2021,1,Wednesday,22,TX,Austin,Fair,47.0,59.0,10.0,3.0,0.0,Night,0.061
2,2021-01-13 23:29:33,2021,1,Wednesday,23,AR,Parkin,Fair,43.0,76.0,10.0,14.0,0.0,Night,0.196
2,2021-01-13 23:40:00,2021,1,Wednesday,23,LA,Greenwell Springs,Fair,43.0,80.0,10.0,9.0,0.0,Night,0.409
2,2021-01-13 23:42:42,2021,1,Wednesday,23,NY,South Richmond Hill,Cloudy,39.0,70.0,10.0,8.0,0.0,Night,0.236
2,2021-01-14 00:08:00,2021,1,Thursday,0,FL,Saint Petersburg,Cloudy,54.0,97.0,10.0,3.0,0.0,Night,0.0819999999999999
2,2021-01-14 00:46:00,2021,1,Thursday,0,CA,Irvine,Fair,52.0,66.0,10.0,0.0,0.0,Night,0.433
2,2021-01-14 00:52:40,2021,1,Thursday,0,FL,Miami,Light Rain,62.0,96.0,2.0,0.0,0.28,Night,0.21
2,2021-01-14 01:19:00,2021,1,Thursday,1,MA,Somerset,Fair,29.0,89.0,10.0,0.0,0.0,Night,0.67
2,2021-01-14 01:20:45,2021,1,Thursday,1,UT,Salt Lake City,Partly Cloudy,29.0,56.0,10.0,3.0,0.0,Night,0.758
2,2021-01-14 01:27:00,2021,1,Thursday,1,AL,Birmingham,Fair,29.0,85.0,10.0,0.0,0.0,Night,0.937
2,2021-01-14 01:41:04,2021,1,Thursday,1,TX,Mesquite,Fair,41.0,78.0,10.0,6.0,0.0,Night,0.616
2,2021-01-14 01:52:00,2021,1,Thursday,1,CA,Ben Lomond,Fair,51.0,92.0,10.0,0.0,0.0,Night,0.028
2,2021-01-14 02:12:30,2021,1,Thursday,2,OR,Happy Valley,Fair,45.0,71.0,10.0,18.0,0.0,Night,1.521
2,2021-01-14 02:13:30,2021,1,Thursday,2,TX,Lewisville,Partly Cloudy,43.0,76.0,10.0,12.0,0.0,Night,0.955
2,2021-01-14 03:06:00,2021,1,Thursday,3,CA,Palmdale,Fair,39.0,60.0,10.0,5.0,0.0,Night,0.107
2,2021-01-14 03:32:28,2021,1,Thursday,3,PA,Manheim,Haze,30.0,82.0,6.0,0.0,0.0,Night,0.075
2,2021-01-14 04:01:00,2021,1,Thursday,4,CA,San Bernardino,Fair,49.0,48.0,10.0,3.0,0.0,Night,0.757
3,2021-01-14 05:14:00,2021,1,Thursday,5,CO,Fountain,Fair / Windy,32.0,32.0,10.0,24.0,0.0,Night,0.0
2,2021-01-14 05:59:38,2021,1,Thursday,5,NE,La Vista,Cloudy,42.0,73.0,10.0,16.0,0.0,Night,0.0
2,2021-01-14 07:00:24,2021,1,Thursday,7,SC,Dillon,Partly Cloudy,45.0,76.0,10.0,0.0,0.0,Night,0.069
2,2021-01-14 07:48:00,2021,1,Thursday,7,FL,Orlando,Fair,51.0,86.0,10.0,5.0,0.0,Day,0.146
2,2021-01-14 08:16:19,2021,1,Thursday,8,MN,Glenville,Rain,36.0,100.0,10.0,8.0,0.0,Day,0.0
2,2021-01-14 08:34:09,2021,1,Thursday,8,NY,Utica,Cloudy,35.0,76.0,8.0,3.0,0.0,Day,0.0
2,2021-01-14 08:40:11,2021,1,Thursday,8,SC,North Charleston,Fair,41.0,79.0,10.0,10.0,0.0,Day,0.0
2,2021-01-14 09:05:07,2021,1,Thursday,9,CA,Ione,Fog,45.0,100.0,0.25,5.0,,Day,0.0
2,2021-01-14 10:44:00,2021,1,Thursday,10,CA,Camp Pendleton,Fair,79.0,14.0,10.0,0.0,0.0,Day,2.395
2,2021-01-14 11:15:25,2021,1,Thursday,11,CA,San Bruno,Mostly Cloudy,56.0,84.0,8.0,7.0,0.0,Day,0.0
2,2021-01-14 11:29:30,2021,1,Thursday,11,FL,Miami,Cloudy,65.0,68.0,10.0,9.0,0.0,Day,0.438
2,2021-01-14 12:18:00,2021,1,Thursday,12,FL,Tampa,Mostly Cloudy,64.0,59.0,10.0,6.0,0.0,Day,0.037
2,2021-01-14 12:29:20,2021,1,Thursday,12,CA,Modesto,Fair,57.0,74.0,9.0,3.0,0.0,Day,0.0
2,2021-01-14 12:58:30,2021,1,Thursday,12,IL,Palatine,Cloudy,40.0,73.0,9.0,10.0,0.0,Day,0.165
2,2021-01-14 13:26:59,2021,1,Thursday,13,CA,Pasadena,,,,,,,Day,0.0
2,2021-01-14 13:30:30,2021,1,Thursday,13,FL,Miami,Cloudy,66.0,65.0,10.0,13.0,0.0,Day,0.1369999999999999
2,2021-01-14 13:47:41,2021,1,Thursday,13,SC,Lexington,Fair,56.0,39.0,10.0,10.0,0.0,Day,0.0
2,2021-01-14 14:14:00,2021,1,Thursday,14,VA,Lorton,Fair,56.0,30.0,10.0,0.0,0.0,Day,1.725
2,2021-01-14 14:35:30,2021,1,Thursday,14,CA,Pinole,Fair,67.0,51.0,10.0,7.0,0.0,Day,0.134
2,2021-01-14 15:36:00,2021,1,Thursday,15,CA,Huntington Beach,Fair,73.0,35.0,10.0,0.0,0.0,Day,0.7190000000000001
2,2021-01-14 16:05:00,2021,1,Thursday,16,SC,Simpsonville,Fair,55.0,41.0,10.0,10.0,0.0,Day,0.96
